Gene/Compound,Dataset,Correlation,other_entity_type
alvocidib (CTRP:687720),Drug sensitivity AUC (CTD^2),-0.034,compound_experiment
GM-1485 (BRD:BRD-K00004613-001-01-9),PRISM Repurposing Public 24Q2,0.034,compound_experiment
Calhex-231 (BRD:BRD-K19811997-003-02-9),PRISM Repurposing Public 24Q2,-0.034,compound_experiment
SR-3677 (BRD:BRD-A86468475-300-02-9),PRISM Repurposing Public 24Q2,-0.034,compound_experiment
panipenem (BRD:BRD-K00004671-001-01-9),PRISM Repurposing Public 24Q2,-0.034,compound_experiment
PBT-1033 (BRD:BRD-K00004615-001-01-9),PRISM Repurposing Public 24Q2,0.034,compound_experiment
tartaric-acid (BRD:BRD-K36474365-001-09-9),PRISM Repurposing Public 24Q2,-0.034,compound_experiment
piperacetazine (BRD:BRD-K16277217-001-10-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.034,compound_experiment
doxorubicin (BRD:BRD-K92093830-003-30-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.034,compound_experiment
BMS-986020 (BRD:BRD-K23952234-236-01-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.034,compound_experiment
clonazepam (BRD:BRD-K38183498-001-02-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.034,compound_experiment
galeterone (BRD:BRD-A07986123-001-02-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.034,compound_experiment
mesna (BRD:BRD-K49954789-001-02-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.034,compound_experiment
desonide (BRD:BRD-K21528677-001-02-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.034,compound_experiment
trometamol (BRD:BRD-K47978074-001-02-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.034,compound_experiment
TG100-115 (BRD:BRD-K64785675-001-04-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.034,compound_experiment
bindarit (BRD:BRD-K36467523-001-02-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.034,compound_experiment
eprinomectin (BRD:BRD-A91366704-001-01-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.034,compound_experiment
AZD8186 (GDSC2:1918),Drug sensitivity AUC (Sanger GDSC2),0.033,compound_experiment
homosalate (BRD:BRD-A34751532-001-06-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.033,compound_experiment
S49076 (BRD:BRD-K00003147-001-01-9),PRISM Repurposing Public 24Q2,-0.033,compound_experiment
DHBP (BRD:BRD-K41262162-303-11-9),PRISM Repurposing Public 24Q2,-0.033,compound_experiment
linaprazan (BRD:BRD-K00003366-001-01-9),PRISM Repurposing Public 24Q2,0.033,compound_experiment
DR-2313 (BRD:BRD-K94920105-001-05-9),PRISM Repurposing Public 24Q2,0.033,compound_experiment
PF-429242 (BRD:BRD-K11821338-300-02-9),PRISM Repurposing Public 24Q2,0.033,compound_experiment
TENOVIN-6 (GDSC1:342),Drug sensitivity AUC (Sanger GDSC1),0.033,compound_experiment
"FTY-720, FINGOLIMOD HYDROCHLORIDE; GILENYA; TDI-132; IMUSERA; GILENIA (GDSC1:546)",Drug sensitivity AUC (Sanger GDSC1),0.033,compound_experiment
adelmidrol (BRD:BRD-K78097265-001-02-9),PRISM Repurposing Public 24Q2,0.033,compound_experiment
GW274150 (BRD:BRD-K65840970-001-02-9),PRISM Repurposing Public 24Q2,0.033,compound_experiment
Remdesivir (BRD:BRD-K00071599-001-02-9),PRISM Repurposing Public 24Q2,-0.033,compound_experiment
alisporivir (BRD:BRD-K00003135-001-01-9),PRISM Repurposing Public 24Q2,0.033,compound_experiment
aripiprazole (BRD:BRD-K70358946-001-15-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.033,compound_experiment
PLX-4032 (CTRP:649420),Drug sensitivity AUC (CTD^2),-0.033,compound_experiment
seladelpar (BRD:BRD-K00003284-236-01-9),PRISM Repurposing Public 24Q2,-0.033,compound_experiment
pifithrin-alpha (CTRP:50747),Drug sensitivity AUC (CTD^2),0.033,compound_experiment
YL54 (CTRP:651298),Drug sensitivity AUC (CTD^2),-0.033,compound_experiment
chlorambucil (CTRP:25334),Drug sensitivity AUC (CTD^2),-0.033,compound_experiment
VU0155056 (CTRP:660119),Drug sensitivity AUC (CTD^2),0.033,compound_experiment
BRD-K30019337 (CTRP:437263),Drug sensitivity AUC (CTD^2),-0.033,compound_experiment
olaparib (CTRP:411867),Drug sensitivity AUC (CTD^2),-0.033,compound_experiment
BRD-K55473186 (CTRP:651306),Drug sensitivity AUC (CTD^2),-0.033,compound_experiment
acipimox (BRD:BRD-K63736853-001-04-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.033,compound_experiment
CIL41 (CTRP:176181),Drug sensitivity AUC (CTD^2),0.033,compound_experiment
resminostat (BRD:BRD-K28822270-001-01-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.033,compound_experiment
rucinol (BRD:BRD-K61036791-001-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.033,compound_experiment
finafloxacin (BRD:BRD-K98384930-003-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.033,compound_experiment
buphenine (BRD:BRD-A36267905-003-18-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.033,compound_experiment
altretamine (BRD:BRD-K67043667-001-26-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.033,compound_experiment
nan (BRD:BRD-K59369769-001-22-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.033,compound_experiment
McN-5652-(+/-) (BRD:BRD-K31168993-001-03-9),PRISM Repurposing Public 24Q2,0.033,compound_experiment
nilotinib (CTRP:374749),Drug sensitivity AUC (CTD^2),-0.033,compound_experiment
asivatrep (BRD:BRD-K00003138-001-01-9),PRISM Repurposing Public 24Q2,-0.033,compound_experiment
amenamevir (BRD:BRD-K00004966-001-01-9),PRISM Repurposing Public 24Q2,-0.033,compound_experiment
AMG-337 (BRD:BRD-K27061362-001-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.033,compound_experiment
"hydroxytacrine-maleate-(r,s) (BRD:BRD-A98299281-050-09-6)",Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.033,compound_experiment
BMS-195614 (CTRP:660228),Drug sensitivity AUC (CTD^2),-0.033,compound_experiment
LAS101057 (BRD:BRD-K00079404-001-02-9),PRISM Repurposing Public 24Q2,0.033,compound_experiment
acalabrutinib (BRD:BRD-K64034691-001-01-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.033,compound_experiment
erythritol (BRD:BRD-K79315489-001-07-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.033,compound_experiment
amoxicillin (BRD:BRD-K55044200-001-15-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.033,compound_experiment
CPP (BRD:BRD-K66094457-001-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.033,compound_experiment
tetrazol-5-yl-glycine-(RS) (BRD:BRD-A14757586-001-04-9),PRISM Repurposing Public 24Q2,0.033,compound_experiment
Benzquinamide - QC Failure (BRD:BRD-K00071593-001-01-9 - QC Failure),PRISM Repurposing Public 24Q2,-0.033,compound_experiment
CCG-1423 (BRD:BRD-A79726147-001-02-9),PRISM Repurposing Public 24Q2,-0.033,compound_experiment
levonorgestrel (BRD:BRD-K35189033-001-26-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.033,compound_experiment
veliparib (BRD:BRD-K12737986-001-01-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.033,compound_experiment
epirubicin (BRD:BRD-K04548931-003-16-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.033,compound_experiment
PHA-665752 (BRD:BRD-K95435023-001-08-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.033,compound_experiment
romidepsin (BRD:BRD-K61397605-001-03-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.032,compound_experiment
dichloroacetate (BRD:BRD-M97302542-001-03-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.032,compound_experiment
PI-828 (BRD:BRD-K97365803-001-02-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.032,compound_experiment
tenovin-6 (BRD:BRD-K13949769-001-01-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.032,compound_experiment
indisulam (BRD:BRD-K17610631-001-03-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.032,compound_experiment
sarafloxacin (BRD:BRD-K08525451-003-05-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.032,compound_experiment
iododexetimide (BRD:BRD-A46813902-001-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.032,compound_experiment
SB-431542 (BRD:BRD-K67298865-001-09-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.032,compound_experiment
clopamide (BRD:BRD-A85651701-001-19-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.032,compound_experiment
hexamethylenebisacetamide (BRD:BRD-K04710043-001-17-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.032,compound_experiment
buparlisib (BRD:BRD-K42191735-001-05-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.032,compound_experiment
PLX-4720 (BRD:BRD-K16478699-001-09-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.032,compound_experiment
nintedanib (CTRP:628601),Drug sensitivity AUC (CTD^2),-0.032,compound_experiment
tubastatin A (CTRP:411749),Drug sensitivity AUC (CTD^2),-0.032,compound_experiment
CD-1530 (CTRP:375562),Drug sensitivity AUC (CTD^2),0.032,compound_experiment
KH-CB19 (CTRP:660085),Drug sensitivity AUC (CTD^2),0.032,compound_experiment
selumetinib:MK-2206 (8:1 mol/mol) (CTRP:660218),Drug sensitivity AUC (CTD^2),0.032,compound_experiment
BRD9876 (CTRP:19153),Drug sensitivity AUC (CTD^2),-0.032,compound_experiment
Mdivi-1 (CTRP:215497),Drug sensitivity AUC (CTD^2),-0.032,compound_experiment
NU6027 (BRD:BRD-K03294269-001-08-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.032,compound_experiment
VORINOSTAT (GDSC2:1012),Drug sensitivity AUC (Sanger GDSC2),-0.032,compound_experiment
ubenimex (BRD:BRD-K59574735-001-11-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.032,compound_experiment
caspofungin (BRD:BRD-K00002625-402-02-9),PRISM Repurposing Public 24Q2,0.032,compound_experiment
MASITINIB (GDSC1:292),Drug sensitivity AUC (Sanger GDSC1),-0.032,compound_experiment
AM211 (BRD:BRD-K00003152-001-01-9),PRISM Repurposing Public 24Q2,-0.032,compound_experiment
ML786 (BRD:BRD-K52644305-300-02-9),PRISM Repurposing Public 24Q2,-0.032,compound_experiment
FAPI-4 (BRD:BRD-K00091294-001-01-9),PRISM Repurposing Public 24Q2,-0.032,compound_experiment
E-7386 (BRD:BRD-K00091075-001-01-9),PRISM Repurposing Public 24Q2,-0.032,compound_experiment
GSK189254 (BRD:BRD-K00003166-001-01-9),PRISM Repurposing Public 24Q2,-0.032,compound_experiment
SY-640 (BRD:BRD-K00004665-001-01-9),PRISM Repurposing Public 24Q2,0.032,compound_experiment
TCS-3035 (BRD:BRD-K81935556-001-02-9),PRISM Repurposing Public 24Q2,-0.032,compound_experiment
WP921 (BRD:BRD-K00005248-001-01-9),PRISM Repurposing Public 24Q2,0.032,compound_experiment
talaporfin (BRD:BRD-K00004965-342-01-9),PRISM Repurposing Public 24Q2,0.032,compound_experiment
PCI-27483 (BRD:BRD-K00003213-001-01-9),PRISM Repurposing Public 24Q2,0.032,compound_experiment
Artelinic acid (BRD:BRD-K00073067-001-02-9),PRISM Repurposing Public 24Q2,0.032,compound_experiment
A-784168 (BRD:BRD-K87665527-001-02-9),PRISM Repurposing Public 24Q2,-0.032,compound_experiment
cenerimod (BRD:BRD-K00003248-001-01-9),PRISM Repurposing Public 24Q2,0.032,compound_experiment
ARRY-334543 (BRD:BRD-K46386702-001-02-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.032,compound_experiment
CI-953 (BRD:BRD-K00004748-001-01-9),PRISM Repurposing Public 24Q2,0.032,compound_experiment
"4-phenyl-1,2,3,4-tetrahydroisoquinoline (BRD:BRD-A40504327-003-02-9)",PRISM Repurposing Public 24Q2,0.032,compound_experiment
elacytarabine (BRD:BRD-K00004609-001-01-9),PRISM Repurposing Public 24Q2,0.032,compound_experiment
futibatinib (BRD:BRD-K00003392-001-01-9),PRISM Repurposing Public 24Q2,-0.032,compound_experiment
methylcobalamin (BRD:BRD-K00003534-001-01-9),PRISM Repurposing Public 24Q2,-0.032,compound_experiment
sulopenem (BRD:BRD-K00004713-001-01-9),PRISM Repurposing Public 24Q2,-0.032,compound_experiment
Zidebactam - QC Failure (BRD:BRD-K00078970-001-02-9 - QC Failure),PRISM Repurposing Public 24Q2,0.032,compound_experiment
voruciclib (BRD:BRD-K00004725-001-01-9),PRISM Repurposing Public 24Q2,-0.032,compound_experiment
Mps-BAY-2a (BRD:BRD-K18530250-001-02-9),PRISM Repurposing Public 24Q2,-0.032,compound_experiment
warfarin (BRD:BRD-A24514565-001-09-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.032,compound_experiment
gemcitabine (BRD:BRD-K15108141-001-06-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.032,compound_experiment
voxtalisib (BRD:BRD-K56291712-001-01-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.032,compound_experiment
PD-173074 (BRD:BRD-K97764662-001-17-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.032,compound_experiment
GLPG0187 (BRD:BRD-K00003380-001-01-9),PRISM Repurposing Public 24Q2,-0.032,compound_experiment
AZD8055 (GDSC2:1059),Drug sensitivity AUC (Sanger GDSC2),-0.031,compound_experiment
epigallocatechin-3-monogallate (CTRP:28801),Drug sensitivity AUC (CTD^2),-0.031,compound_experiment
AM095 (BRD:BRD-K23952234-236-03-4),PRISM Repurposing Public 24Q2,-0.031,compound_experiment
LXH254 (BRD:BRD-K00003107-001-01-9),PRISM Repurposing Public 24Q2,0.031,compound_experiment
gamithromycin (BRD:BRD-K00003489-001-01-9),PRISM Repurposing Public 24Q2,-0.031,compound_experiment
S-trityl-L-cysteine (BRD:BRD-K09774593-001-02-9),PRISM Repurposing Public 24Q2,-0.031,compound_experiment
licostinel (BRD:BRD-K81881550-001-03-9),PRISM Repurposing Public 24Q2,-0.031,compound_experiment
nifedipine (BRD:BRD-K96354014-001-29-4),PRISM Repurposing Public 24Q2,-0.031,compound_experiment
Imatinib (BRD:BRD-K92723993-001-17-4),PRISM Repurposing Public 24Q2,-0.031,compound_experiment
hemin (BRD:BRD-K74057164-001-01-6),PRISM Repurposing Public 24Q2,-0.031,compound_experiment
KU-55933 (CTRP:58339),Drug sensitivity AUC (CTD^2),0.031,compound_experiment
Etidocaine (hydrochloride) (BRD:BRD-K00074616-003-02-9),PRISM Repurposing Public 24Q2,0.031,compound_experiment
trabectedin (BRD:BRD-K00003313-001-01-9),PRISM Repurposing Public 24Q2,0.031,compound_experiment
isoflurophate (BRD:BRD-K56575995-001-03-0),PRISM Repurposing Public 24Q2,-0.031,compound_experiment
zanubrutinib (BRD:BRD-K00003413-001-01-9),PRISM Repurposing Public 24Q2,0.031,compound_experiment
cinchonine (BRD:BRD-K36551084-001-04-9),PRISM Repurposing Public 24Q2,0.031,compound_experiment
CU-CPT-4a (BRD:BRD-K58234744-001-02-9),PRISM Repurposing Public 24Q2,-0.031,compound_experiment
MK-0941 (BRD:BRD-K00079347-066-02-9),PRISM Repurposing Public 24Q2,0.031,compound_experiment
MK-0429 (BRD:BRD-K00076647-001-02-9),PRISM Repurposing Public 24Q2,-0.031,compound_experiment
Vabicaserin hydrochloride - QC Failure (BRD:BRD-K00073445-003-02-9 - QC Failure),PRISM Repurposing Public 24Q2,-0.031,compound_experiment
Laflunimus (BRD:BRD-K00076962-001-02-9),PRISM Repurposing Public 24Q2,-0.031,compound_experiment
paeoniflorin (BRD:BRD-K83631119-001-04-9),PRISM Repurposing Public 24Q2,0.031,compound_experiment
ER-50891 (BRD:BRD-K18347943-001-02-9),PRISM Repurposing Public 24Q2,-0.031,compound_experiment
beclabuvir (BRD:BRD-K00003128-001-01-9),PRISM Repurposing Public 24Q2,0.031,compound_experiment
ornipressin (BRD:BRD-K00003333-001-01-9),PRISM Repurposing Public 24Q2,0.031,compound_experiment
PF-05180999 (BRD:BRD-K00003097-001-01-9),PRISM Repurposing Public 24Q2,0.031,compound_experiment
ML239 (CTRP:609781),Drug sensitivity AUC (CTD^2),-0.031,compound_experiment
navitoclax:sorafenib (1:1 mol/mol) (CTRP:660283),Drug sensitivity AUC (CTD^2),-0.031,compound_experiment
GW-843682X (CTRP:348997),Drug sensitivity AUC (CTD^2),-0.031,compound_experiment
tipifarnib-P1 (CTRP:417417),Drug sensitivity AUC (CTD^2),-0.031,compound_experiment
entinostat (CTRP:60218),Drug sensitivity AUC (CTD^2),-0.031,compound_experiment
pevonedistat (CTRP:411809),Drug sensitivity AUC (CTD^2),-0.031,compound_experiment
CD-437 (CTRP:375256),Drug sensitivity AUC (CTD^2),-0.031,compound_experiment
BRD8899 (CTRP:608062),Drug sensitivity AUC (CTD^2),0.031,compound_experiment
dalfopristin (BRD:BRD-K00003321-001-01-9),PRISM Repurposing Public 24Q2,-0.031,compound_experiment
baicalein (BRD:BRD-K72327355-001-14-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.031,compound_experiment
chlorogenic-acid (BRD:BRD-K47114202-001-14-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.031,compound_experiment
1-phenylbiguanide (BRD:BRD-K31491153-003-05-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.031,compound_experiment
LINIFANIB (GDSC1:277),Drug sensitivity AUC (Sanger GDSC1),-0.031,compound_experiment
BAM7 (GDSC1:552),Drug sensitivity AUC (Sanger GDSC1),-0.031,compound_experiment
PD-0325901 (GDSC1:1060),Drug sensitivity AUC (Sanger GDSC1),0.031,compound_experiment
riboflavin (BRD:BRD-K70246307-001-04-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.031,compound_experiment
tipranavir (BRD:BRD-A10039652-001-01-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.031,compound_experiment
CCG-50014 (BRD:BRD-K08893438-001-04-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.031,compound_experiment
GZD824 (BRD:BRD-K35329391-334-01-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.031,compound_experiment
pyrithione-zinc (BRD:BRD-K16136380-001-01-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.031,compound_experiment
trichostatin-a (BRD:BRD-K68202742-001-16-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.031,compound_experiment
roscovitine (BRD:BRD-K07691486-001-19-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.031,compound_experiment
metatinib (BRD:BRD-K27182532-001-02-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.031,compound_experiment
vatalanib (BRD:BRD-K70163715-300-05-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.031,compound_experiment
cyclovalone (BRD:BRD-K59866480-001-07-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.031,compound_experiment
4-chlorophenylguanidine (BRD:BRD-K39160765-003-02-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.031,compound_experiment
docetaxel (BRD:BRD-K30577245-341-01-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.031,compound_experiment
methoxyflurane (BRD:BRD-K06152156-001-01-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.031,compound_experiment
narasin (BRD:BRD-A25608658-001-01-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.031,compound_experiment
sulfanilamide (BRD:BRD-K02594908-001-16-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.031,compound_experiment
VU0361737 (BRD:BRD-K45462423-001-03-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.031,compound_experiment
JZL-184 (BRD:BRD-K45446451-001-05-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.031,compound_experiment
gastrodin (BRD:BRD-K81613478-001-01-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.031,compound_experiment
cediranib (BRD:BRD-K86930074-001-05-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.031,compound_experiment
MOTESANIB (GDSC1:1029),Drug sensitivity AUC (Sanger GDSC1),-0.03,compound_experiment
TIPIFARNIB (GDSC1:204),Drug sensitivity AUC (Sanger GDSC1),-0.03,compound_experiment
SB 505124 (GDSC1:476),Drug sensitivity AUC (Sanger GDSC1),-0.03,compound_experiment
NVP-BEZ235 (BRD:BRD-K12184916-001-15-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.03,compound_experiment
demeclocycline (BRD:BRD-K00003347-003-01-9),PRISM Repurposing Public 24Q2,-0.03,compound_experiment
REFAMETINIB (GDSC1:1014),Drug sensitivity AUC (Sanger GDSC1),0.03,compound_experiment
BRD-A02303741:carboplatin (1:1 mol/mol) (CTRP:660271),Drug sensitivity AUC (CTD^2),0.03,compound_experiment
LIMK1 INHIBITOR BMS4 (GDSC1:406),Drug sensitivity AUC (Sanger GDSC1),0.03,compound_experiment
TRETINOIN (GDSC1:1009),Drug sensitivity AUC (Sanger GDSC1),0.03,compound_experiment
